Number_of_Riders,Number_of_Drivers,Location_Category,Customer_Loyalty_Status,Number_of_Past_Rides,Average_Ratings,Time_of_Booking,Vehicle_Type,Expected_Ride_Duration,Historical_Cost_of_Ride,demand_multiplier,supply_multiplier,adjusted_ride_cost,profit_percentage
84,37,Urban,Gold,3,3.83,Evening,1,69,248.9476554,1.037037037037037,1.027027027027027,265.1454507963964,6.506506506506509
27,12,Suburban,Regular,39,4.51,Morning,1,55,279.2686999,0.675,3.1666666666666665,707.4807064133333,153.33333333333334
59,36,Suburban,Regular,43,3.74,Evening,1,25,145.0422383,1.475,1.0555555555555556,225.82270713097225,55.69444444444446
82,20,Urban,Regular,59,3.99,Night,1,45,241.8259565,1.0123456790123457,1.9,465.14177805802467,92.34567901234568
24,10,Urban,Gold,24,4.09,Morning,1,97,430.6098548,0.6,1.1,378.93667222400006,-11.999999999999984
84,67,Suburban,Regular,48,4.87,Night,0,81,219.9937068,1.037037037037037,0.5671641791044776,182.51329749333334,-17.037037037037038
52,9,Suburban,Regular,24,4.19,Morning,0,102,366.7282586,1.3,1.2222222222222223,582.6904553311111,58.88888888888889
38,12,Rural,Silver,44,4.85,Evening,0,110,356.8814026,0.95,3.1666666666666665,1073.6182194883331,200.8333333333333
26,12,Urban,Regular,80,4.27,Afternoon,0,134,441.4714773,0.65,3.1666666666666665,1118.39440916,153.3333333333333
61,39,Suburban,Regular,82,4.49,Morning,1,46,230.1431448,1.525,0.9743589743589743,341.96910874769225,48.58974358974357
87,41,Rural,Gold,97,4.27,Afternoon,1,37,158.89198,1.0740740740740742,0.926829268292683,158.17431071364047,-0.45167118337849627
98,46,Suburban,Gold,55,4.71,Evening,0,173,766.9193242,1.2098765432098766,0.8260869565217391,766.5076659476114,-0.05367686527106988
24,13,Urban,Silver,54,4.09,Morning,0,161,466.7229822,0.6,2.923076923076923,1091.4137429907694,133.8461538461539
44,8,Urban,Gold,43,3.82,Night,0,86,233.5066238,1.1,1.375,353.1787684975,51.25000000000001
71,59,Urban,Regular,71,4.47,Evening,0,31,104.1037338,1.775,0.6440677966101694,147.827301996,41.999999999999986
91,59,Urban,Silver,68,4.77,Night,0,15,38.33576819,1.123456790123457,0.6440677966101694,34.45486326212347,-10.123456790123436
32,14,Urban,Gold,75,4.49,Night,0,177,761.0167601,0.8,2.7142857142857144,1652.4935362171432,117.14285714285717
79,24,Urban,Silver,0,4.26,Evening,0,82,284.8625063,1.975,1.5833333333333333,890.7887957422917,212.70833333333331
73,27,Urban,Regular,55,4.27,Morning,1,50,216.0601959,1.825,1.4074074074074074,554.9546142838889,156.85185185185185
32,16,Rural,Silver,80,4.78,Morning,0,11,39.3737012,0.8,2.375,74.81003228,90.0
22,10,Rural,Silver,5,4.44,Morning,1,129,471.7821019,0.55,1.1,415.16824967200006,-11.999999999999986
35,19,Urban,Silver,45,4.99,Afternoon,0,159,508.6730025,0.875,2.0,890.177754375,74.99999999999999
24,10,Suburban,Regular,79,4.3,Night,0,24,95.11851082,0.6,1.1,83.7042895216,-11.999999999999995
67,31,Rural,Gold,64,3.62,Night,0,169,735.1444901,1.675,1.2258064516129032,1509.4176385440321,105.32258064516127
100,73,Urban,Silver,95,3.98,Night,1,100,456.603073,1.2345679012345678,0.5205479452054794,450.9659980246913,-1.2345679012345758
66,16,Urban,Silver,94,4.52,Morning,0,34,122.2418752,1.65,2.375,479.03534843999995,291.875
96,36,Urban,Regular,57,4.06,Evening,1,139,599.8171406,1.1851851851851851,1.0555555555555556,750.3885215736625,25.1028806584362
60,8,Urban,Regular,68,4.84,Morning,1,144,438.5186068,1.5,1.375,904.444626525,106.25
92,31,Rural,Silver,54,3.91,Night,1,148,516.1330392,1.1358024691358024,1.2258064516129032,718.5986081414575,39.227399442453184
92,49,Urban,Silver,9,4.23,Evening,1,89,397.4831041,1.1358024691358024,0.7755102040816326,361.16983286123457,-9.1358024691358
56,37,Urban,Silver,27,4.12,Afternoon,1,68,317.8400261,1.4,1.027027027027027,457.00241590594584,43.783783783783754
88,71,Rural,Regular,42,4.87,Afternoon,1,109,330.7836403,1.0864197530864197,0.5352112676056338,287.49590465580246,-13.086419753086423
87,47,Rural,Silver,6,4.54,Morning,1,162,743.3166378,1.0740740740740742,0.8085106382978723,645.4964025654846,-13.15996847911742
85,6,Suburban,Gold,92,4.11,Afternoon,0,73,274.1712773,1.0493827160493827,1.8333333333333333,527.4694326656378,92.38683127572016
98,54,Rural,Regular,34,4.57,Evening,1,113,462.4075929,1.2098765432098766,0.7037037037037037,447.5648800414815,-3.209876543209872
28,14,Rural,Regular,24,4.2,Afternoon,0,147,533.0802632,0.7,2.7142857142857144,1157.545714377143,117.14285714285717
36,9,Suburban,Silver,22,3.51,Night,1,37,143.2178422,0.9,1.2222222222222223,157.53962642000002,10.000000000000007
20,8,Suburban,Silver,38,4.82,Night,1,155,574.9456425,0.5,1.375,632.44020675,10.00000000000001
94,36,Rural,Regular,41,4.57,Morning,0,76,215.7417616,1.1604938271604939,1.0555555555555556,264.2762594085048,22.496570644718805
94,82,Suburban,Gold,48,4.92,Morning,1,20,129.7685299,1.1604938271604939,0.4634146341463415,120.47646232691359,-7.160493827160488
70,7,Urban,Regular,13,4.09,Afternoon,0,117,321.0007658,1.75,1.5714285714285714,882.75210595,175.0
90,71,Suburban,Regular,37,3.51,Morning,1,32,172.592775,1.1111111111111112,0.5352112676056338,153.4158,-11.11111111111111
42,10,Urban,Silver,56,4.01,Night,1,95,455.2097852,1.05,1.1,525.7673019060001,15.500000000000014
44,18,Suburban,Gold,88,3.67,Night,1,50,199.8397441,1.1,2.111111111111111,464.0722946322222,132.22222222222223
60,16,Suburban,Regular,28,3.91,Evening,0,105,281.0970651,1.5,2.375,1001.4082944187501,256.25
26,5,Rural,Silver,7,4.75,Afternoon,1,140,413.5480019,0.65,2.2,727.8444833440001,76.00000000000003
79,13,Rural,Regular,6,4.63,Afternoon,0,38,134.0943259,1.975,2.923076923076923,774.1368583688461,477.3076923076922
26,8,Rural,Gold,65,3.58,Night,1,89,378.5039616,0.65,1.375,416.3543577600001,10.000000000000014
62,7,Urban,Silver,2,4.71,Morning,1,28,162.0535855,1.55,1.5714285714285714,394.71623325357143,143.57142857142858
42,16,Rural,Gold,33,3.63,Morning,0,166,513.1161278,1.05,2.375,1279.5833437012498,149.37499999999997
57,16,Urban,Regular,0,3.95,Afternoon,0,97,308.6385555,1.425,2.375,1044.5486112703124,238.4375
33,13,Rural,Gold,34,4.78,Morning,0,66,239.0885465,0.825,2.923076923076923,576.5712255980769,141.15384615384613
22,10,Rural,Regular,26,4.97,Morning,0,170,562.1650161,0.55,1.1,494.70521416800005,-11.999999999999991
67,44,Urban,Regular,27,4.69,Morning,0,129,467.0198949,1.675,0.8636363636363636,675.5867343269318,44.659090909090914
62,15,Suburban,Silver,15,4.28,Night,0,73,327.4333417,1.55,2.533333333333333,1285.7215884086668,292.6666666666667
95,49,Rural,Regular,92,4.27,Night,1,99,332.0936161,1.1728395061728396,0.7755102040816326,311.59401016790133,-6.172839506172816
61,36,Urban,Silver,72,4.64,Night,1,109,457.0853189,1.525,1.0555555555555556,735.7803952848611,60.97222222222223
48,12,Rural,Silver,25,4.26,Night,0,180,552.8162271,1.2,3.1666666666666665,2100.70166298,280.0
93,59,Rural,Regular,30,4.11,Afternoon,1,89,281.0521289,1.1481481481481481,0.6440677966101694,258.1515850637037,-8.148148148148158
59,18,Urban,Gold,67,3.86,Morning,0,98,288.345153,1.475,2.111111111111111,897.8747680916666,211.38888888888889
95,73,Urban,Regular,20,3.59,Evening,1,138,666.824206,1.1728395061728396,0.5205479452054794,625.6622179753087,-6.172839506172824
71,33,Suburban,Regular,4,4.88,Evening,1,109,436.0192373,1.775,1.1515151515151516,891.1968956328787,104.39393939393939
20,7,Suburban,Gold,71,3.83,Morning,1,51,248.2203068,0.5,1.5714285714285714,312.04838569142856,25.71428571428571
23,7,Urban,Gold,96,3.97,Afternoon,1,165,493.233884,0.575,1.5714285714285714,620.0654541714285,25.71428571428571
80,69,Suburban,Silver,94,4.44,Night,0,74,291.5110821,2.0,0.5507246376811594,466.41773136000006,60.00000000000002
58,10,Urban,Gold,51,4.27,Night,1,138,459.0606515,1.45,1.1,732.2017391425,59.499999999999986
71,25,Urban,Gold,72,4.46,Evening,0,169,603.9358824,1.775,1.52,1629.4190107151999,169.79999999999998
69,26,Rural,Gold,48,4.28,Evening,1,175,502.6040622,1.725,1.4615384615384615,1267.1421645080768,152.11538461538458
89,54,Suburban,Gold,48,4.38,Afternoon,0,24,74.78832689,1.0987654320987654,0.7037037037037037,65.73986264898765,-12.098765432098759
84,62,Urban,Silver,52,4.61,Afternoon,0,29,126.2308115,1.037037037037037,0.6129032258064516,104.72482139259259,-17.03703703703704
98,61,Urban,Silver,91,4.28,Night,0,95,319.9423796,1.2098765432098766,0.6229508196721312,309.6726242054321,-3.2098765432098704
95,25,Urban,Gold,26,3.62,Morning,0,81,207.6129192,1.1728395061728396,1.52,370.1148831170371,78.27160493827165
79,29,Rural,Silver,29,4.22,Night,0,99,304.7441779,1.975,1.3103448275862069,788.6569155653449,158.79310344827587
82,10,Urban,Silver,97,4.43,Night,0,177,481.7658793,1.0123456790123457,1.1,536.4849668254323,11.358024691358057
87,5,Rural,Gold,6,3.76,Evening,0,28,83.33537482,1.0740740740740742,2.2,196.91840420429634,136.29629629629636
83,35,Rural,Gold,3,4.32,Night,1,116,513.6451022,1.0246913580246915,1.0857142857142856,571.4414999431393,11.252204585537918
47,9,Rural,Regular,5,4.81,Night,1,178,561.3748775,1.175,1.2222222222222223,806.1966990763891,43.61111111111114
34,7,Urban,Silver,54,4.71,Night,1,149,516.5111729,0.85,1.5714285714285714,689.9113523735714,33.571428571428555
26,13,Rural,Regular,14,4.19,Morning,0,174,666.4286806,0.65,2.923076923076923,1558.4178377107694,133.84615384615387
88,7,Rural,Gold,11,3.64,Night,1,130,573.2085394,1.0864197530864197,1.5714285714285714,978.5994111802468,70.72310405643738
57,26,Rural,Regular,92,3.8,Evening,1,67,283.7979252,1.425,1.4615384615384615,591.063755753077,108.26923076923079
45,17,Rural,Silver,67,4.7,Afternoon,0,15,66.78323719,1.125,2.235294117647059,167.9401994042647,151.47058823529412
82,26,Urban,Gold,35,4.71,Morning,0,114,289.2390325,1.0123456790123457,1.4615384615384615,427.9529084852802,47.95821462488131
54,39,Rural,Gold,88,4.59,Evening,0,42,147.4263866,1.35,0.9743589743589743,193.92240083538462,31.538461538461544
95,24,Suburban,Gold,79,3.5,Afternoon,0,130,552.2304431,1.1728395061728396,1.5833333333333333,1025.4896602834363,85.69958847736626
63,31,Suburban,Silver,2,3.81,Evening,1,160,632.5601419,1.575,1.2258064516129032,1221.2491771843547,93.06451612903224
43,18,Urban,Gold,58,4.22,Evening,0,156,494.7452575,1.075,2.111111111111111,1122.796876048611,126.94444444444444
33,14,Suburban,Regular,87,4.81,Evening,1,17,118.9865334,0.825,2.7142857142857144,266.444844435,123.92857142857143
33,23,Urban,Gold,24,4.21,Morning,1,11,91.38952597,0.825,1.6521739130434783,124.56789735476086,36.30434782608695
84,29,Urban,Regular,92,4.55,Morning,1,94,424.1559867,1.037037037037037,1.3103448275862069,576.3754404199233,35.88761174968069
44,6,Suburban,Gold,80,4.13,Night,1,40,157.3648303,1.1,1.8333333333333333,317.35240777166666,101.66666666666666
53,27,Suburban,Regular,78,3.63,Night,1,58,279.0950483,1.325,1.4074074074074074,520.4605808112963,86.4814814814815
78,63,Rural,Gold,14,4.21,Afternoon,0,147,655.0651055,1.95,0.6031746031746031,1021.90156458,56.000000000000014
